,Property Address,Property Area,Property Type,Property Link,Image Links,Property Description,Key Features,Agent Names,Agent Mails,Agent Contacts,Property File Link
129,"Unit C1, Eastern Approach, Alfreds Way, Barking, Essex, IG11 OAG","12,670 Sq Ft (1,177.04 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1849/Unit-C1-Eastern-Approach-Alfreds-Way-Barking-Essex-IG11-OAG-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+8215_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8295_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/8.png;https://altuscrm.agencypilot.com/crm/store/property/320+8294_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8296_web.jpg,"TO LET - MODERN INDUSTRIAL WAREHOUSE UNIT. Eastern Approach is a prominent and well-established estate within one of the principal commercial areas of Barking being situated on the A13, just to the west of the Lodge Avenue roundabout. The A13 serves into central London and also provides swift access the A406 (North Circular Road) to the west and the M25 (junction 30/31) to the east.",Fully refurbished;9.5m min eaves height;2 x Full height loading doors;Led lighting;3 phase electricity;12 car parking spaces,STEVE RICHMOND;CHRIS BIRCH,mailto:stephen.richmond@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07771 900682;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7343_rl3ynf2vj9lix5ko&filename=Barking%20-%20Eastern%20Approach%20Units%20C1%202%203%20hi%20res%20version.pdf
130,"Unit E2, Larkfield Trading Estate, New Hythe Lane, Larkfield, Aylesford, Kent, ME20 6SW","5,334 Sq Ft (495.53 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1834/Unit-E2-Larkfield-Trading-Estate-New-Hythe-Lane-Larkfield-Aylesford-Kent-ME20-6SW-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+8142_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8143_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/8.png;https://altuscrm.agencypilot.com/crm/store/property/320+8141_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8140_web.jpg,"TO LET - FULLY REFURBISHED WAREHOUSE / INDUSTRIAL UNIT. The property is situated on the established Larkfield Trading Estate off New Hythe Lane in Aylesford which is to the north west of Maidstone and only 1.5 miles from junction 4 of the M20. This is a strategic location for both industrial and distribution occupiers and offers rapid communication to the national motorway network, London, the M25, Channel Ports and Tunnel. Other major occupiers In the New Hythe industrial area include TNT, Menzies Distribution, Amazon, Yodel and DFS.",5.83m eaves height;3 phase power;Offices;Parking and loading area;Lighting to all areas;Full height loading door;Separate WCs,TOM BOOKER,mailto:tom.booker@altusgroup.com,tel:07584 237141,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=6895_7wl6y900w5139028&filename=Aylesford%20Larkfield%20TE.pdf
131,"Kings Court, 41-51 Kingston Road, Leatherhead, Surrey, KT22 7SL","2,324 - 15,571 Sq Ft (215.9 - 1,446.55 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1826/Kings-Court-41-51-Kingston-Road-Leatherhead-Surrey-KT22-7SL-Office-,https://altuscrm.agencypilot.com/crm/store/property/320+8096_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+8098_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8097_web.jpg,"TO LET - GROUND & FIRST FLOOR TOWN CENTRE OFFICES WITH FANTASTIC PARKING PROVISION - TO BE REFURBISHED. Kings Court is a high quality modern office building with feature brick and glazed elevations and a double storey reception area. The building is set in attractive landscaped grounds with outdoor seating areas and benefits from a gated entrance and exceptional parking. The available accommodation comprises a self contained suite on the ground floor with kitchenette, and two self contained suites on the 1st floor, which can be let separately or combined by removing the dividing wall to provide a single unbroken floor plate. It is proposed that external areas, reception and office suites are to undergo a full Grade A refurbishment. An outline specification can be provided on request.","Four pipe fan coil air conditioning;Spacious double storey reception area;Fully accessible raised floors;Suspended ceilings and LED lighting;Male, female and disabled WCs and shower;2 passenger lifts;Outdoor seating areas;Car parking ratio of 1:217 sq ft approx.",TIM HODGES;MATT WALTERS,mailto:tim.hodges@altusgroup.com;mailto:matt.walters@altusgroup.com,tel:01737 243 328;tel:01737 243 328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=6956_x6mcvw01e60mv0dv&filename=Brochure%20-%20Kings%20Court%2C%20Leatherhead.pdf
132,"Dartford Works, Burnham Road, Dartford, Kent, DA1 5BL","14,585 - 26,286 of 40,872 Sq Ft (1,354.95 - 2,441.97 of 3,797.01 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1807/Dartford-Works-Burnham-Road-Dartford-Kent-DA1-5BL-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9385_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+8008_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8260_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9384_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8261_web.jpg,"TO LET - TWO BRAND NEW WAREHOUSE, INDUSTRIAL AND LOGISTICS UNITS *AVAILABLE Q4 2022*. Dartford Works is a high profile development of brand new, exceptional quality and easily accessible industrial / warehouse / logistics units, located 1 mile north of Dartford town centre and mainline railway station and within 2 miles of junction 1A of the M25 and Dartford River Crossing.","Flexible E, B2 and B8 employment space;10.7m eaves height;50kN/sq m floor loading;25.5m yard depth;High quality first floor offices;5 level loading doors (2 - Unit 1 / 3 - Unit 2);Secure site;40 car parking spaces (Unit 1 - 13 spaces / Unit 2 - 27 spaces)",STEVE RICHMOND;CHRIS BIRCH,mailto:stephen.richmond@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07771 900682;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7498_2rjsizipuj08ig3e&filename=Dartford%20-%20Dartford%20Works.pdf
133,"2, Kings Hill Avenue, Kings Hill, West Malling, Kent, ME19 4AQ","2,363 Sq Ft (219.52 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1783/2-Kings-Hill-Avenue-Kings-Hill-West-Malling-Kent-ME19-4AQ-Office-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+7908_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9326_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7906_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7907_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7905_web.jpg,"TO LET - OFFICE FLEX BUILDING. Kings Hill Business Park is 2 miles from Junction 4 of the M20 and the A228 which in turn leads to the M26/M25. Ebbsfleet International Station is approximately 25 minutes by road with the nearby West Malling station which provides regular services into London 5 minutes by road. There is a shuttle bus link between Kings Hill and the station. Kings Hill has a whole range of amenities including golf club, David Lloyd Leisure Centre, pub, ASDA and Waitrose supermarkets plus a number of shops and restaurants in Liberty Square.",Gas fired central heating;3 phase electricity supply;Air conditioning tenant option;Floor loading of 15kN/m sq;EPC - C67,STEVE RICHMOND,mailto:stephen.richmond@altusgroup.com,tel:07771 900682,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=6459_184g7ddgydi5n65e&filename=Kings%20Hill%20-%20Kings%20Hill%20Avenue%202.pdf
134,"Unit 6, Valor Park - East Circular, Gascoigne Road, Barking, Essex, IG11 7NZ","45,046 Sq Ft (4,184.77 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1760/Unit-6-Valor-Park---East-Circular-Gascoigne-Road-Barking-Essex-IG11-7NZ-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9405_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+7809_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9404_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7812_web.jpg,TO LET - FULLY REFURBISHED INDUSTRIAL / WAREHOUSE UNIT AVAILABLE FOR OCCUPATION FROM Q1 2023. PRIME GREATER LONDON URBAN LOGISTICS OPPORTUNITY. The property is situated just off the west side of Gascoigne Road which leads south to the A13 trunk road and the intersection with the A406 North Circular. The A13(T) provides excellent access to the A406 North Circular Road / M11 and east to the M25 (Junction 30/31).,3 roller shutter doors;Secure unit;4 electric parking spaces;52 car parking spaces;7.83m eaves height;45m yard depth,STEVE RICHMOND;CHRIS BIRCH,mailto:stephen.richmond@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07771 900682;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7416_1wuc51e033e5c833&filename=Barking%20-%20Valor%20Park%20East%20Circular%20brochure.pdf
135,"Unit 1.02, Crayfields Industrial Park, Main Road, Orpington, Kent, BR5 3HP","11,140 Sq Ft (1,034.91 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1758/Unit-102-Crayfields-Industrial-Park-Main-Road-Orpington-Kent-BR5-3HP-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+8949_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7795_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/8.png;https://altuscrm.agencypilot.com/crm/store/property/320+8950_web.jpg,DETACHED INDUSTRIAL / WAREHOUSE UNIT TO LET ON FLEXIBLE TERMS. Orpington is a prosperous town 16 miles to the south of Central London and 5 miles from Bromley. The town is adjacent to the A224 and Junctions 3 & 4 of the M25 motorway and benefits from regular rail services to various London mainline stations.,Full height roller shutter;Gas blow heater to warehouse;Offices at ground and first floor level;Full height roller shutter door;Large parking & loading area to the front of the building which could be secured,TOM BOOKER,mailto:tom.booker@altusgroup.com,tel:07584 237141,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7216_417e6x64vgn83d06&filename=Orpington%20-%20Crayfields%20Park%201.02.pdf
136,"Unit P, Acorn Industrial Park, Crayford Road, Crayford, Dartford, Kent, DA1 4AL","13,329 Sq Ft (1,238.26 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1752/Unit-P-Acorn-Industrial-Park-Crayford-Road-Crayford-Dartford-Kent-DA1-4AL-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+8421_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8422_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8420_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7763_web.jpg,"TO LET - MODERN INDUSTRIAL / WAREHOUSE UNIT ON AN ESTABLISHED TRADE ESTATE. Acorn Industrial Park is a well established industrial / warehouse and trade counter location with good on-site security. It is approximately 1.7 miles from the A2 (Dartford) and 2.8 miles to Junction 1b of the M25 offering excellent access to London, South East and Channel Ports. Crayford railway station and town facilities are within walking distance.",2 level access electrically operated loading doors;100 amp 3 phase electrical supply providing 69kVA;Clear internal height of 7.5m;37.5kN/sq m floor loading;Gas centrally heated first floor office;Passenger lift;Separate male & female WC facilities;Designated yard with 15 car parking spaces;24 hour security,STEWART SMITH;STEVE RICHMOND,mailto:stewart.smith@altusgroup.com;mailto:stephen.richmond@altusgroup.com,tel:07841460308;tel:07771 900682,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=6867_hy2q21fos1269k40&filename=Crayford%20-%20Acorn%20Industrial%20Park%20Unit%20P.pdf
137,"234-238, Great Portland Street, London, W1W 5QT","15,978 Sq Ft (1,484.36 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1747/234-238-Great-Portland-Street-London-W1W-5QT-Office-,https://altuscrm.agencypilot.com/crm/store/property/320+7749_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+7750_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7751_web.jpg,"TO LET - WHOLE CLASS E (PREVIOUSLY D1) MEDICAL BUILDING AVAILABLE ON ASSIGNMENT. The property is located at the northern end of the street in an area made up of offices and a number of medical occupiers. It is well positioned for its use being situated opposite the main Portland Hospital. It is with walking distance of Regent's Park (Bakerloo line) and Great Portland Street (Circle, Hammersmith & City & Metropolitan lines) underground stations. It is also only a short walk from Regent's Park and there are a number restaurants, bars and shops close by in Marylebone and Fitzrovia.",Whole Class E (Previously D1) Medical building;Currently offering a mix of consulting and treatment with ancillary accommodation;1 x lift to all floors (except 6th);Air-conditioning;WC's;Could be re-configured to suit an office use,OLIVIA WESTLAKE;TED WESTLAKE,mailto:Olivia.westlake@altusgroup.com;mailto:ted.westlake@altusgroup.com,tel:0207 636 7347;tel:07767 816133,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7450_670a3hxj5f3n508f&filename=234-238%20Great%20Portland%20Street%20-%20Details.pdf
138,"Unit 3 & 4, Glengall Business Centre, 43-47 Glengall Road, Peckham, London, SE15 6NF","3,883 - 8,439 Sq Ft (360.73 - 783.98 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1725/Unit-3-and-4-Glengall-Business-Centre-43-47-Glengall-Road-Peckham-London-SE15-6NF-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+8657_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8658_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7616_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8656_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8742_web.jpg,"TO LET - NEWLY REFURBISHED LIGHT INDUSTRIAL/OFFICE UNITS ON MODERN BUSINESS PARK LOCATED JUST 2.5 MILES FROM THE CITY OF LONDON. The property is situated just off the Old Kent Road in Peckham, London just 2.5 miles from the City and 4.5 miles from London's West End. The area benefits from excellent transport links. The A2 (Old Kent Road) provides access to the City and West End to the north and the South Circular (A205) 3.4 miles to the south. The A2 provides direct access to junction 2 of the M25 some 15.2 miles to the east with London Docklands 3 miles to the north. South Bermondsey overground railway station is approximately one mile away and provides a direct service to London Bridge (5 miles) while both Bermondsey (Jubilee line) and Elephant & Castle (Northern and Bakerloo lines) tube stations are within walking distance.","50:50 light industrial/office unit;Zone 2 location;Fully refurbished;Two 4m high roller shutter doors;4.5m clear floor to ceiling height;Generous car parking allocation;Male, female & disabled WCs;3 phase power;Goods lift option",STEWART SMITH;CHRIS BIRCH,mailto:stewart.smith@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07841460308;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7387_rp597n052dr5rz3e&filename=London%20SE15%20-%20Glengall%20Business%20Centre%20Unit%203%20%20Unit%204.pdf
139,"42 & 43A Wimpole Street, London, W1G 8GT","5,188 Sq Ft (481.97 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1723/42-and-43A-Wimpole-Street-London-W1G-8GT-Office-,https://altuscrm.agencypilot.com/crm/store/property/320+7602_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/8.png,"TO LET- (SUB-LEASE AVAILABLE) CLASS E - MEDICAL/LAB PREMISES. The property is located at the northern end of Wimpole Street at its junction with Weymouth Street. The main entrance, via No. 43A is on Weymouth Street. Wimpole Street is situated within the Harley Street medical area running parallel with Harley Street. The closest station within Walking distance is Regents Park (Bakerloo line) and both Bond Street and Oxford Circus Underground stations are also nearby offering links to Central, Victoria, Bakerloo and Jubilee lines.",Self-contained 'own front door' medical property.;Prominent position in London's renowned healthcare district.,OLIVIA WESTLAKE;TED WESTLAKE,mailto:Olivia.westlake@altusgroup.com;mailto:ted.westlake@altusgroup.com,tel:0207 636 7347;tel:07767 816133,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=6888_154c8ni55a0s0056&filename=42%20and%2043A%20Wimpole%20Street%20-%20Particulars.pdf
140,"Unit 2, Gateway Trading Estate, London Road, Swanley, Kent, BR8 8GA","11,616 Sq Ft (1,079.13 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1711/Unit-2-Gateway-Trading-Estate-London-Road-Swanley-Kent-BR8-8GA-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+7524_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+8197_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8199_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8198_web.jpg,"TO LET - EXTENSIVELY REFURBISHED WAREHOUSE / INDUSTRIAL UNIT. Gateway Trading Estate is prominently situated off London Road adjacent to junction 3 of the M25 at the intersection with the M20 / A20, providing quick access to the Channel Tunnel and ports to the east and Central London to the west. Other local occupiers include Howdens Joinery, Access Self Storage, Dreams, DX Logistics and Sharp Electronics.",Extensively refurbished to include a new roof & windows;22ft (6.7m) eaves height;Ample car parking;3 phase power;Heating and lighting to offices;Full height roller shutter door;Separate WCs;Instant access to M25/M20 Interchange.,TOM BOOKER;CHRIS BIRCH,mailto:tom.booker@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07584 237141;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=6633_t0ct1uqo6295uo6q&filename=Swanley%20-%20Gateway%20Trading%20Estate%20Unit%202.pdf
141,"Unit 3E, Gatwick Gate, Charlwood Road, Lowfield Heath, Crawley, West Sussex, RH11 0TG","9,917 Sq Ft (921.29 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1706/Unit-3E-Gatwick-Gate-Charlwood-Road-Lowfield-Heath-Crawley-West-Sussex-RH11-0TG-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+7491_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7488_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7489_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7490_web.jpg,"TO LET - INDUSTRIAL / WAREHOUSE UNIT - The property comprises an end of terrace warehouse unit with ground floor office / ancillary space, benefitting from a good eaves height, 3 phase electricity and good on-site car parking.",Eaves height of 5.78m rising to 7.26m at the apex;Male and female WCs;Roller shutter door 5.11m x 4.87m;Ground floor office / ancillary space;Gas warm air blower;3 phase electricity;Circa 10 Car parking spaces,ROBERT BRADLEY-SMITH;HARVEY ARROWSMITH,mailto:robert.bradley-smith@altusgroup.com;mailto:harvey.arrowsmith@altusgroup.com,tel:01737 243328;tel:01737 243328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=6650_czd5162hcl0ttc38&filename=Brochure%20-%20Unit%203e%20Gatwick%20Gate%2C%20Crawley%20-%20CURRENT.pdf
142,"42 Kings Hill Avenue, Kings Hill, West Malling, Kent, ME19 4AJ","6,990 - 20,915 Sq Ft (649.37 - 1,943 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1702/42-Kings-Hill-Avenue-Kings-Hill-West-Malling-Kent-ME19-4AJ-Office-,https://altuscrm.agencypilot.com/crm/store/property/320+7470_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+7472_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7473_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7471_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7469_web.jpg,"TO LET - A TWO STOREY, AIR CONDITIONED BUILDING SET IN THE ESTABLISHED BUSINESS PARK AT KINGS HILL, OFFERING SUITES FROM 6,990 TO 20,915 SQ FT. Kings Hill Business Park is 2 miles from Junction 4 of the M20 and the A228 which in turn leads to the M26/M25. Ebbsfleet International Station is approximately 25 minutes by road with the nearby West Malling station which provides regular services into London 5 minutes by road. There is a shuttle bus link between Kings Hill and the station. Kings Hill has a whole range of amenities including golf club, David Lloyd Leisure Centre, pub, ASDA and Waitrose supermarkets plus a number of shops and restaurants in Liberty Square.",Fully refurbished;Dual access building with two reception entrances;New CRF air conditioning;Raised access flooring - 175mm clear void;Suspended mineral fibre ceiling tiles with new compliant lighting;2.8m floor to ceiling height - 1.5m fit out grid;Passenger lift;Male and female WCs plus disabled and shower facilities,STEVE RICHMOND;STEWART SMITH,mailto:stephen.richmond@altusgroup.com;mailto:stewart.smith@altusgroup.com,tel:07771 900682;tel:07841460308,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=6011_4tpl3538g6i94173&filename=Kings%20Hill%20-%2042%20Kings%20Hill%20Avenue.pdf
143,"SEGRO Park, Redhouse Road, Croydon, Surrey, CR0 3AQ","6,512 - 153,386 Sq Ft (604.96 - 14,249.56 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1337/SEGRO-Park-Redhouse-Road-Croydon-Surrey-CR0-3AQ-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+5535_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9637_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+5538_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+5534_web.jpg,"TO LET - DISTRIBUTION WAREHOUSE OPPORTUNITY OF SEVEN HIGH QUALITY INDUSTRIAL / WAREHOUSE UNITS. SEGRO Park Croydon Is a brand new development of seven high quality distribution, warehouse units, situated on Redhouse Road, off the A236 leading to the A23 (Purley Way), which is a major trunk road between Central London (11 miles to the north) and the M25 (10 miles to the south). As a major thoroughfare in a densely populated area of South London, Purley Way has been established as a key trade counter and light industrial area as well as a retail warehouse location.",3 phase power;9m to 15m eaves;Target EPC A;Grade A Offices,ROBERT BRADLEY-SMITH;HARVEY ARROWSMITH,mailto:robert.bradley-smith@altusgroup.com;mailto:harvey.arrowsmith@altusgroup.com,tel:01737 243328;tel:01737 243328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7573_iyh24wmqr678ol3k&filename=Brochure%20-%20SEGRO%20Park%2C%20Croydon%20-%20CURRENT.pdf
144,"Mondial House, Mondial Way, Harlington, Hayes, Middlesex, UB3 5AR","4,745 Sq Ft (440.81 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1688/Mondial-House-Mondial-Way-Harlington-Hayes-Middlesex-UB3-5AR-Office-,https://altuscrm.agencypilot.com/crm/store/property/320+8610_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+7405_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7402_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8611_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7403_web.jpg,"TO LET - SELF-CONTAINED OFFICE BUILDING WITH EXCELLENT CAR PARKING, CLOSE TO HEATHROW AIRPORT BENEFITTING FROM A NEWLY REMODELLED, REFITTED, CONTEMPORARY RECEPTION. Mondial House is a purpose-built detached, office building which offers tenants a self-contained opportunity. The building provides high quality office accommodation with excellent on site car parking providing 22 spaces (1:214 sq ft).","Air-conditioning;Full access raised floors with floor boxes;Suspended ceilings;LED lighting soon to be installed;Male, female and disabled WCs;Shower facilities;8 person passenger lift;22 car parking spaces (1:214 sq ft)",TIM HODGES;MATT WALTERS,mailto:tim.hodges@altusgroup.com;mailto:matt.walters@altusgroup.com,tel:01737 243 328;tel:01737 243 328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7198_g8r61l440v8fu4ty&filename=Brochure%20-%20Mondial%20House%2C%20Heathrow%20-%20CURRENT.pdf
145,"Longhorn Suite, Great Hollanden Business Centre, Mill Lane, Underriver, Sevenoaks, Kent, TN15 0SQ","1,002 Sq Ft (93.09 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1667/Longhorn-Suite--Great-Hollanden-Business-Centre-Mill-Lane-Underriver-Sevenoaks-Kent-TN15-0SQ-Office-,https://altuscrm.agencypilot.com/crm/store/marketstatus/8.png;https://altuscrm.agencypilot.com/crm/store/property/320+7291_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7292_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7290_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7294_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7293_web.jpg,"TO LET - A MODERN SELF CONTAINED SINGLE STOREY OFFICE SUITE WITHIN AN ESTABLISHED DEVELOPMENT OF CONVERTED FARM BUILDINGS. The property is situated in a rural, yet easily accessible position on the eastern side of Mill Lane about 1 mile from the B245 linking Hildenborough with north Tonbridge, the A21 and Sevenoaks. Hildenborough Village is about 2 miles, Tonbridge 4 miles and Sevenoaks about 5 miles. Hildenborough train station is about 1.5 miles distant. Access to the dual carriageway A21 at Morley's roundabout is some 2.5 miles linking with the M25 junction 5, a further4.5 miles distant.",Air conditioning system providing cooling and heating;Purpose made double glazed windows;Underfloor trunking and perimeter trunking;Category II lighting;Category 5e cabling;Newly carpeted;Fibre optic broadband,TOM BOOKER,mailto:tom.booker@altusgroup.com,tel:07584 237141,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=5835_b1144o3ebnrkg78z&filename=Sevenoaks%20-%20Longhorn%20Suite.pdf
146,"Omnibus, Lesbourne Road, Reigate, Surrey, RH2 7LD","2,943 - 7,745 Sq Ft (273.4 - 719.51 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/1662/Omnibus-Lesbourne-Road-Reigate-Surrey-RH2-7LD-Office-,https://altuscrm.agencypilot.com/crm/store/property/320+7264_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+8830_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7263_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/8.png;https://altuscrm.agencypilot.com/crm/store/property/320+8831_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7268_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+7269_web.jpg,"TO LET - GRADE A TOWN CENTRE OFFICES WITH EXCELLENT PARKING. THE BUILDING HAS A FEATURE FULL HEIGHT CENTRAL ATRIUM TO PROVIDE A COLLABORATIVE BREAKOUT AREA, AND ALSO BENEFITS FROM A MANNED RECEPTION FROM 7AM TO 7PM . Being strategically located between the M25 (Junction 8) and Gatwick Airport, Reigate benefits from excellent transport links with the A217 running north to south through the town. This provides easy access to the M25 Junction 8 to the north and Gatwick Airport to the south.","Four pipe fan coil air conditioning;Full access raised floors 150mm void;Floor to ceiling height of 2.75m;Suspended ceilings with LED Lighting;Two fully glazed 13 person lifts;Male, female and disabled WCs;Shower facilities on each floor;Multi-storey car park;Generous car parking ratio of 1:290 sq ft;EPc 'C' (67)",TIM HODGES;HARVEY ARROWSMITH,mailto:tim.hodges@altusgroup.com;mailto:harvey.arrowsmith@altusgroup.com,tel:01737 243 328;tel:01737 243328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7546_u36938h7wo39ez9u&filename=Brochure%20-%20Ommibus%20-%20New.pdf
